"Date","Open","High","Low","Close","Volume","Symbol"
2017-03-07,139.06,139.98,138.79,139.52,17446297,"AAPL"
2017-03-06,139.36,139.77,138.6,139.34,21750044,"AAPL"
2017-03-03,138.78,139.83,138.59,139.78,21571121,"AAPL"
2017-03-02,140,140.28,138.76,138.96,26210984,"AAPL"
2017-03-01,137.89,140.15,137.6,139.79,36414585,"AAPL"
2017-02-28,137.08,137.44,136.7,136.99,23482860,"AAPL"
2017-02-27,137.14,137.44,136.28,136.93,20257426,"AAPL"
2017-02-24,135.91,136.66,135.28,136.66,21776585,"AAPL"
2017-02-23,137.38,137.48,136.3,136.53,20788186,"AAPL"
2017-02-22,136.43,137.12,136.11,137.11,20836932,"AAPL"
2017-02-21,136.23,136.75,135.98,136.7,24507156,"AAPL"
2017-02-17,135.1,135.83,135.1,135.72,22198197,"AAPL"
2017-02-16,135.67,135.9,134.84,135.34,22584555,"AAPL"
2017-02-15,135.52,136.27,134.62,135.51,35623100,"AAPL"
2017-02-14,133.47,135.09,133.25,135.02,33226223,"AAPL"
2017-02-13,133.08,133.82,132.75,133.29,23035421,"AAPL"
2017-02-10,132.46,132.94,132.05,132.12,20065458,"AAPL"
2017-02-09,131.65,132.44,131.12,132.42,28349859,"AAPL"
2017-02-08,131.35,132.22,131.22,132.04,23004072,"AAPL"
2017-02-07,130.54,132.09,130.45,131.53,38183841,"AAPL"
2017-02-06,129.13,130.5,128.9,130.29,26845924,"AAPL"
2017-02-03,128.31,129.19,128.16,129.08,24507301,"AAPL"
2017-02-02,127.98,129.39,127.78,128.53,33710411,"AAPL"
2017-02-01,127.03,130.49,127.01,128.75,111985040,"AAPL"
2017-01-31,121.15,121.39,120.62,121.35,49200993,"AAPL"
2017-01-30,120.93,121.63,120.66,121.63,30377503,"AAPL"
2017-01-27,122.14,122.35,121.6,121.95,20562944,"AAPL"
2017-01-26,121.67,122.44,121.6,121.94,26337576,"AAPL"
2017-01-25,120.42,122.1,120.28,121.88,32586673,"AAPL"
2017-01-24,119.55,120.1,119.5,119.97,23211038,"AAPL"
2017-01-23,120,120.81,119.77,120.08,22050218,"AAPL"
2017-01-20,120.45,120.45,119.73,120,32597892,"AAPL"
2017-01-19,119.4,120.09,119.37,119.78,25597291,"AAPL"
2017-01-18,120,120.5,119.71,119.99,23712961,"AAPL"
2017-01-17,118.34,120.24,118.22,120,34439843,"AAPL"
2017-01-13,119.11,119.62,118.81,119.04,26111948,"AAPL"
2017-01-12,118.9,119.3,118.21,119.25,27086220,"AAPL"
2017-01-11,118.74,119.93,118.6,119.75,27588593,"AAPL"
2017-01-10,118.77,119.38,118.3,119.11,24462051,"AAPL"
2017-01-09,117.95,119.43,117.94,118.99,33561948,"AAPL"
2017-01-06,116.78,118.16,116.47,117.91,31751900,"AAPL"
2017-01-05,115.92,116.86,115.81,116.61,22193587,"AAPL"
2017-01-04,115.85,116.51,115.75,116.02,21118116,"AAPL"
2017-01-03,115.8,116.33,114.76,116.15,28781865,"AAPL"
2016-12-30,116.65,117.2,115.43,115.82,30586265,"AAPL"
2016-12-29,116.45,117.11,116.4,116.73,15039519,"AAPL"
2016-12-28,117.52,118.02,116.2,116.76,20905892,"AAPL"
2016-12-27,116.52,117.8,116.49,117.26,18296855,"AAPL"
2016-12-23,115.59,116.52,115.59,116.52,14249484,"AAPL"
2016-12-22,116.35,116.51,115.64,116.29,26085854,"AAPL"
2016-12-21,116.8,117.4,116.78,117.06,23783165,"AAPL"
2016-12-20,116.74,117.5,116.68,116.95,21424965,"AAPL"
2016-12-19,115.8,117.38,115.75,116.64,27779423,"AAPL"
2016-12-16,116.47,116.5,115.64,115.97,44351134,"AAPL"
2016-12-15,115.38,116.73,115.23,115.82,46524544,"AAPL"
2016-12-14,115.04,116.2,114.98,115.19,34031834,"AAPL"
2016-12-13,113.84,115.92,113.75,115.19,43733811,"AAPL"
2016-12-12,113.29,115,112.49,113.3,26374377,"AAPL"
2016-12-09,112.31,114.7,112.31,113.95,34402627,"AAPL"
2016-12-08,110.86,112.43,110.6,112.12,27068316,"AAPL"
2016-12-07,109.26,111.19,109.16,111.03,29998719,"AAPL"
2016-12-06,109.5,110.36,109.19,109.95,26195462,"AAPL"
2016-12-05,110,110.03,108.25,109.11,34324540,"AAPL"
2016-12-02,109.17,110.09,108.85,109.9,26527997,"AAPL"
2016-12-01,110.36,110.94,109.03,109.49,37086862,"AAPL"
2016-11-30,111.6,112.2,110.27,110.52,36162258,"AAPL"
2016-11-29,110.78,112.03,110.07,111.46,28528750,"AAPL"
2016-11-28,111.43,112.46,111.39,111.57,27193983,"AAPL"
2017-11-24,NA,NA,NA,NA,3528011,"AMZN"
2017-11-22,NA,NA,NA,NA,3555273,"AMZN"
2017-11-21,NA,NA,NA,NA,2479397,"AMZN"
2017-11-20,NA,NA,NA,NA,2163855,"AMZN"
2017-11-17,NA,NA,NA,NA,2413388,"AMZN"
2017-11-16,NA,NA,NA,NA,2213322,"AMZN"
2017-11-15,NA,NA,NA,NA,3928680,"AMZN"
2017-11-14,NA,NA,NA,NA,3138423,"AMZN"
2017-11-13,NA,NA,NA,NA,2918439,"AMZN"
2017-11-10,NA,NA,NA,NA,2179937,"AMZN"
2017-11-09,NA,NA,NA,NA,3732732,"AMZN"
2017-11-08,NA,NA,NA,NA,2581451,"AMZN"
2017-11-07,NA,NA,NA,NA,2688977,"AMZN"
2017-11-06,NA,NA,NA,NA,3381138,"AMZN"
2017-11-03,NA,NA,NA,NA,3751480,"AMZN"
2017-11-02,NA,NA,NA,NA,3684876,"AMZN"
2017-11-01,NA,NA,NA,NA,3755511,"AMZN"
2017-10-31,NA,NA,NA,NA,3476967,"AMZN"
2017-10-30,NA,NA,NA,NA,6613064,"AMZN"
2017-10-27,NA,NA,NA,NA,16565021,"AMZN"
2017-10-26,980.33,982.9,968.55,972.43,5618675,"AMZN"
2017-10-25,978,984.44,966.24,972.91,3033113,"AMZN"
2017-10-24,969,979.85,965,975.9,2723935,"AMZN"
2017-10-23,986.73,986.78,962.5,966.3,3494100,"AMZN"
2017-10-20,993.53,994.62,982,982.91,2365122,"AMZN"
2017-10-19,990,991.05,980.24,986.61,3108197,"AMZN"
2017-10-18,NA,NA,996.55,997,2499681,"AMZN"
2017-10-17,NA,NA,NA,NA,2319742,"AMZN"
2017-10-16,NA,NA,NA,NA,2008908,"AMZN"
2017-10-13,NA,NA,NA,NA,2431462,"AMZN"
2017-10-12,996.81,NA,992.4,NA,4067317,"AMZN"
2017-10-11,991.27,995.5,986.7,995,2337113,"AMZN"
2017-10-10,996.67,997.95,980.1,987.2,3084921,"AMZN"
2017-10-09,993.24,998.5,987.5,990.99,2938586,"AMZN"
2017-10-06,975.64,995.75,975.64,989.58,3782067,"AMZN"
2017-10-05,970,981.51,969.64,980.85,3229224,"AMZN"
2017-10-04,954.21,967.79,954.05,965.45,2527352,"AMZN"
2017-10-03,958,963.69,950.37,957.1,2666574,"AMZN"
2017-10-02,964,967.3,952.12,959.19,2442937,"AMZN"
2017-09-29,960.11,964.83,958.38,961.35,2543759,"AMZN"
2017-09-28,951.86,959.7,950.1,956.4,2522567,"AMZN"
2017-09-27,948,955.3,943.3,950.87,3124726,"AMZN"
2017-09-26,945.49,948.63,931.75,938.6,3564848,"AMZN"
2017-09-25,949.31,949.42,932.89,939.79,5123997,"AMZN"
2017-09-22,961.01,965.61,954.42,955.1,2641787,"AMZN"
2017-09-21,971.31,971.7,962.02,964.65,2337576,"AMZN"
2017-09-20,971.79,974.81,962.16,973.21,2888795,"AMZN"
2017-09-19,977.25,978.24,967.46,969.86,2671054,"AMZN"
2017-09-18,990.4,992.79,968.17,974.19,3411324,"AMZN"
2017-09-15,993.01,996.25,984.03,986.79,3760183,"AMZN"
2017-09-14,996.8,998.56,987.74,992.21,3913263,"AMZN"
2017-09-13,983.97,NA,979.42,999.6,3374650,"AMZN"
2017-09-12,983.27,984.67,975.52,982.58,2481066,"AMZN"
2017-09-11,974.46,981.94,974.22,977.96,2186666,"AMZN"
2017-09-08,979.1,979.88,963.47,965.9,2605322,"AMZN"
2017-09-07,974,980.59,972.55,979.47,2566794,"AMZN"
2017-09-06,968.32,971.84,960.6,967.8,2129861,"AMZN"
2017-09-05,975.4,976.77,960.37,965.27,2998649,"AMZN"
2017-09-01,984.2,984.5,976.88,978.25,2535917,"AMZN"
2017-08-31,974.7,981,972.76,980.6,3331488,"AMZN"
2017-08-30,958.44,969.41,956.91,967.59,2904604,"AMZN"
2017-08-29,940,956,936.33,954.06,2874299,"AMZN"
2017-08-28,946.54,953,942.25,946.02,2596737,"AMZN"
2017-08-25,956,957.62,944.1,945.26,3324791,"AMZN"
2017-08-24,957.42,959,941.14,952.45,5195726,"AMZN"
2017-08-23,959.38,962,954.2,958,2668264,"AMZN"
2017-08-22,955.52,967.93,955.5,966.9,2749970,"AMZN"
2017-08-21,957.57,961.2,945.46,953.29,3164483,"AMZN"
2017-08-18,961.4,965.43,954.65,958.47,3284821,"AMZN"
2017-08-17,977.84,977.84,960.32,960.57,3512397,"AMZN"
2017-08-16,981.65,986.46,973.22,978.18,3132066,"AMZN"
2017-08-15,988.9,991.74,982,982.74,2549295,"AMZN"
2017-08-14,978.41,985.5,976.19,983.3,3172892,"AMZN"
2017-08-11,960,970.39,951.38,967.99,3468017,"AMZN"
2017-08-10,976.3,979.86,954.68,956.92,5684068,"AMZN"
2017-08-09,982.6,988,975.27,982.01,3569731,"AMZN"
2017-08-08,994.35,996.28,985.79,989.84,2902815,"AMZN"
2017-08-07,990.65,995,987.14,992.27,2676607,"AMZN"
2017-08-04,989.68,991.67,982,987.58,2730308,"AMZN"
2017-08-03,999.47,999.5,984.59,986.92,3255764,"AMZN"
2017-08-02,NA,NA,981.73,995.89,4069993,"AMZN"
2017-08-01,996.11,NA,991.58,996.19,4572576,"AMZN"
2017-07-31,NA,NA,987.02,987.78,7352063,"AMZN"
2017-07-28,NA,NA,NA,NA,7709420,"AMZN"
2017-07-27,NA,NA,NA,NA,10991715,"AMZN"
2017-07-26,NA,NA,NA,NA,2921253,"AMZN"
2017-07-25,NA,NA,NA,NA,2447629,"AMZN"
2017-07-24,NA,NA,NA,NA,3288020,"AMZN"
2017-07-21,NA,NA,NA,NA,2734577,"AMZN"
2017-07-20,NA,NA,NA,NA,3097487,"AMZN"
2017-07-19,NA,NA,NA,NA,2963964,"AMZN"
2017-07-18,NA,NA,NA,NA,4007624,"AMZN"
2017-07-17,NA,NA,NA,NA,3712587,"AMZN"
2017-07-14,NA,NA,996.89,NA,2102469,"AMZN"
2017-07-13,NA,NA,995.9,NA,2880769,"AMZN"
2017-07-12,NA,NA,998.1,NA,3608574,"AMZN"
2017-07-11,993,995.99,983.72,994.13,2982726,"AMZN"
2017-07-10,985,999.44,983.5,996.47,3546268,"AMZN"
2017-07-07,969.55,980.11,969.14,978.76,2643387,"AMZN"
2017-07-06,964.66,974.4,959.02,965.14,3259613,"AMZN"
2017-07-05,961.53,975,955.25,971.4,3652955,"AMZN"
2017-07-03,972.79,974.49,951,953.66,2909108,"AMZN"
2017-06-30,980.12,983.47,967.61,968,3390345,"AMZN"
2017-06-29,979,987.56,965.25,975.93,4302968,"AMZN"
2017-06-28,978.55,990.68,969.21,990.33,3737567,"AMZN"
2017-06-27,990.69,998.8,976,976.78,3782389,"AMZN"
2017-06-26,NA,NA,992,993.98,3386157,"AMZN"
2017-06-23,NA,NA,998.02,NA,2879145,"AMZN"
2017-06-22,NA,NA,997.2,NA,2253433,"AMZN"
2017-06-21,998.7,NA,992.65,NA,2922473,"AMZN"
2017-06-20,998,NA,992.02,992.59,4076828,"AMZN"
2017-06-19,NA,NA,989.9,995.17,5043408,"AMZN"
2017-06-16,996,999.75,982,987.71,11472662,"AMZN"
2017-06-15,958.7,965.73,950.86,964.17,5373865,"AMZN"
2017-06-14,988.59,990.34,966.71,976.47,3974900,"AMZN"
2017-06-13,977.99,984.5,966.1,980.79,4580011,"AMZN"
2017-06-12,967,975.95,945,964.91,9447233,"AMZN"
2017-06-09,NA,NA,927,978.31,7647692,"AMZN"
2017-06-08,NA,NA,NA,NA,2767857,"AMZN"
2017-06-07,NA,NA,NA,NA,2823041,"AMZN"
2017-06-06,NA,NA,NA,NA,3346432,"AMZN"
2017-06-05,NA,NA,NA,NA,2719859,"AMZN"
2017-06-02,998.99,NA,995.67,NA,3752328,"AMZN"
2017-06-01,998.59,998.99,991.37,995.95,2454841,"AMZN"
2017-05-31,NA,NA,982.16,994.62,3913115,"AMZN"
2017-05-30,996.51,NA,995.52,996.7,3263069,"AMZN"
2017-05-26,995,998.65,989.25,995.78,3469154,"AMZN"
2017-05-25,984.85,999,982.11,993.38,4822032,"AMZN"
2017-05-24,976,981,970.23,980.35,2463052,"AMZN"
2017-05-23,975.02,975.2,966.85,971.54,2415594,"AMZN"
2017-05-22,964,971.38,962.9,970.67,2642217,"AMZN"
2017-05-19,962.84,968.92,959.72,959.84,3972089,"AMZN"
2017-05-18,944.8,962.75,944.76,958.49,3939347,"AMZN"
2017-05-17,954.7,960.4,944.12,944.76,5145578,"AMZN"
2017-05-16,961,970.06,960.91,966.07,3126051,"AMZN"
2017-05-15,958.73,963.15,956.06,957.97,4270625,"AMZN"
2017-05-12,954.5,962.79,951.53,961.35,3625857,"AMZN"
2017-05-11,945.11,950.29,940.78,947.62,2194070,"AMZN"
2017-05-10,953.5,953.75,945,948.95,2096512,"AMZN"
2017-05-09,952.8,957.89,950.2,952.82,3262113,"AMZN"
2017-05-08,940.95,949.05,939.21,949.04,3415731,"AMZN"
2017-05-05,940.52,940.79,930.3,934.15,2866397,"AMZN"
2017-05-04,944.75,945,934.22,937.53,2418381,"AMZN"
2017-05-03,946,946,935.9,941.03,3582686,"AMZN"
2017-05-02,946.64,950.1,941.41,946.94,3848835,"AMZN"
2017-05-01,927.8,954.4,927.8,948.23,5466544,"AMZN"
2017-04-28,948.83,949.59,924.33,924.99,7364681,"AMZN"
2017-04-27,914.39,921.86,912.11,918.38,5305543,"AMZN"
2017-04-26,910.3,915.75,907.56,909.29,2608948,"AMZN"
2017-04-25,907.04,909.48,903,907.62,3380639,"AMZN"
2017-04-24,908.68,909.99,903.82,907.41,3122893,"AMZN"
2017-04-21,902.67,903.65,896.77,898.53,2420494,"AMZN"
2017-04-20,899.7,905.32,896.29,902.06,2814441,"AMZN"
2017-04-19,907.84,910.5,897.37,899.2,2870242,"AMZN"
2017-04-18,900.99,909.61,900.78,903.78,2999238,"AMZN"
2017-04-17,887.5,902.38,887.5,901.99,2854673,"AMZN"
2017-04-13,891.45,894.97,884.49,884.67,3174583,"AMZN"
2017-04-12,903.09,904.09,895.25,896.23,2456140,"AMZN"
2017-04-11,907.04,911.24,897.5,902.36,3012743,"AMZN"
2017-04-10,899.63,908.51,899,907.04,3184301,"AMZN"
2017-04-07,899.65,900.09,889.31,894.88,3710922,"AMZN"
2017-04-06,913.8,917.19,894.49,898.28,6344065,"AMZN"
2017-04-05,910.82,923.72,905.62,909.28,7508370,"AMZN"
2017-04-04,891.5,908.54,890.28,906.83,4984656,"AMZN"
2017-04-03,888,893.49,885.42,891.51,3422328,"AMZN"
2017-03-31,877,890.35,876.65,886.54,3957612,"AMZN"
2017-03-30,874.95,877.06,871.66,876.34,2762730,"AMZN"
2017-03-29,859.05,876.44,859.02,874.32,4485770,"AMZN"
2017-03-28,851.75,858.46,850.1,856,3041633,"AMZN"
